128,TYPE,FIELD,BITS,UNIT,CONVERSION,MODULE,MODULE_NUM,MODULE_LINE,LINE_TYPE,SHORT_NAME,DESCRIPTION
80,wod,hostBits10,1,-,STATUS_BIT,MESat Distro States,8,6,0,        Over Current,-
81,wod,hostBits11,1,-,STATUS_ENABLED,MESat Distro States,8,7,0,Temperature Sense,-
82,wod,hostBits12,1,-,STATUS_BIT,MESat Distro States,8,8,0,        Over Current,-
83,wod,hostBits13,1,-,STATUS_ENABLED,MESat Distro States,8,9,0,CPLD,-
84,wod,hostBits14,1,-,STATUS_BIT,MESat Distro States,8,10,0,        Over Current,-
85,wod,hostBits15,1,-,STATUS_ENABLED,MESat Distro States,8,11,0,CAN Tranceiver,-
86,wod,hostBits16,1,-,STATUS_BIT,MESat Distro States,8,12,0,        Over Current,-
87,wod,hostBits17,1,-,STATUS_ENABLED,MESat Distro States,8,13,0,EyeStar STX3,Host States Distro
88,wod,hostBits18,1,-,STATUS_BIT,MESat Distro States,8,14,0,        I V or T Bad,-
89,wod,hostBits19,1,-,STATUS_1_EQ_OK,MESat Distro States,8,15,0,        Vout Ok,-
90,wod,hostBits20,1,-,STATUS_ENABLED,MESat Distro States,8,16,0,Detumble,-
91,wod,hostBits21,1,-,STATUS_BIT,MESat Distro States,8,17,0,        I V or T Bad,-
92,wod,hostBits22,1,-,STATUS_BIT,MESat Distro States,8,18,0,        Vout Ok,-
93,wod,spareField1,2,-,0,NONE,0,0,0,spareField1,spare
94,wod,hostBits23,1,-,PRIM_SECOND_ACTIVE,Other Host Telemetry,7,12,0,Which OBC Active,-
95,wod,hostBits24,1,-,STATUS_1_EQ_OK,Other Host Telemetry,7,13,0,OBC Heartbeat,-
96,wod,hostBits25,1,-,STATUS_1_EQ_OK,Host Solar Panels,6,9,0,MPPT Heartbeat,-
97,wod,hostBits26,1,-,STATUS_1_EQ_OK,Host Batteries,5,14,0,Battery Heartbeat,-
98,wod,hostBits27,1,-,STATUS_1_EQ_OK,MESat Distro States,8,19,0,Distro Heartbeat,-
99,wod,spareField2,3,-,0,NONE,0,0,0,spareField2,spare
100,wod,LMRAMstatus,8,-,1,Spacecraft Status,2,8,0,MRAM Status,TBD
101,wod,ModuLO,8,-,1,AMSAT Radio,1,9,0,Modulator Reg 0,Modulator Register 0 - Local Oscillator
102,wod,ModuGain,8,-,1,AMSAT Radio,1,10,0,Modulator Reg 1,Modulator Register 1 - Gain
103,wod,ModuPhaseOff,8,-,1,AMSAT Radio,1,11,0,Modulator Reg 5,Modulator Register 5 - Phase Offset
104,wod,ModuMode,8,-,1,AMSAT Radio,1,12,0,Modulator Reg 8,Modulator Register 8 - Mode
105,wod,com2spare4,8,-,0,NONE,0,0,0,com2spare4,spare
106,wod,com2spare5,8,-,0,NONE,0,0,0,com2spare5,spare
107,wod,com2spare6,8,-,0,NONE,0,0,0,com2spare6,spare
108,wod,com2spare7,8,-,0,NONE,0,0,0,com2spare7,spare
109,wod,com2spare8,8,-,0,NONE,0,0,0,com2spare8,spare
110,wod,com2spare9,8,-,0,NONE,0,0,0,com2spare9,spare
111,wod,com2Spare10,1,-,0,NONE,0,0,0,com2Spare10,spare
112,wod,moduValid,1,-,21,AMSAT Radio,1,8,0,Modulator Valid,If not valid then the displayed values are from the last valid read
113,wod,eclipseAction,3,-,GOLF_ECLIPSE_ACTION,Spacecraft Status,2,9,0,Eclipse Action,-
114,wod,inEclipse,1,-,21,Spacecraft Status,2,10,0,In Eclipse,-
115,wod,ICRRxOn,1,-,1,Command Receiver,3,2,0,ICR Receiver On,ICR RSSI Valid
116,wod,ICRCarrierValid,1,-,1,Command Receiver,3,9,0,ICR Carrier Valid,ICR Receiving Carrier
117,wod,com2spare11,8,-,0,NONE,0,0,0,com2spare11,spare
118,wod,com2spare12,8,-,0,NONE,0,0,0,com2spare12,spare
119,wod,com2spare13,8,-,0,NONE,0,0,0,com2spare13,spare
120,wod,com2spare14,8,-,0,NONE,0,0,0,com2spare14,spare
121,wod,WODTimestampUptime,32,s,1,NONE,0,0,0,Uptime,Time Whole Orbit Data was collected
122,wod,WODTimestampReset,16,-,TIMESTAMP WODTimestampReset WODTimestampUptime,WOD,9,1,0,Reset,Time Whole Orbit Data was collected
123,wod,WodCRCError,8,-,STATUS_BIT,WOD,9,2,0,CRC Error,CRC Error for the WOD Payload
124,wod,inSafeMode,1,-,21,Spacecraft Status,2,12,0,Safe Mode,Are we in safe mode?
125,wod,inHealthMode,1,-,21,Spacecraft Status,2,13,0,Health Mode,Are we in health mode?
126,wod,inScienceMode,1,-,21,Spacecraft Status,2,14,0,Science Mode,Are we in science mode?
127,wod,pad191,5,-,0,NONE,0,0,0,Pad10,Pad
